"Step","cart-pole-rloo-baseline-2025-03-11-22-51-17 - train/total_episode_reward","cart-pole-rloo-baseline-2025-03-11-22-51-17 - train/total_episode_reward__MIN","cart-pole-rloo-baseline-2025-03-11-22-51-17 - train/total_episode_reward__MAX","cart-pole-rloo-baseline-2025-03-11-21-44-33 - train/total_episode_reward","cart-pole-rloo-baseline-2025-03-11-21-44-33 - train/total_episode_reward__MIN","cart-pole-rloo-baseline-2025-03-11-21-44-33 - train/total_episode_reward__MAX","cart-pole-rloo-baseline-2025-03-11-20-34-19 - train/total_episode_reward","cart-pole-rloo-baseline-2025-03-11-20-34-19 - train/total_episode_reward__MIN","cart-pole-rloo-baseline-2025-03-11-20-34-19 - train/total_episode_reward__MAX","cart-pole-rloo-baseline-2025-03-11-19-43-34 - train/total_episode_reward","cart-pole-rloo-baseline-2025-03-11-19-43-34 - train/total_episode_reward__MIN","cart-pole-rloo-baseline-2025-03-11-19-43-34 - train/total_episode_reward__MAX","cart-pole-rloo-baseline-2025-03-11-18-36-30 - train/total_episode_reward","cart-pole-rloo-baseline-2025-03-11-18-36-30 - train/total_episode_reward__MIN","cart-pole-rloo-baseline-2025-03-11-18-36-30 - train/total_episode_reward__MAX"
"655","1000","1000","1000","1000","1000","1000","1000","1000","1000","317","317","317","1000","1000","1000"
"656","1000","1000","1000","1000","1000","1000","1000","1000","1000","475","475","475","1000","1000","1000"
"657","1000","1000","1000","842","842","842","1000","1000","1000","286","286","286","1000","1000","1000"
"658","1000","1000","1000","259","259","259","1000","1000","1000","306","306","306","1000","1000","1000"
"659","1000","1000","1000","1000","1000","1000","1000","1000","1000","259","259","259","1000","1000","1000"
"660","1000","1000","1000","1000","1000","1000","1000","1000","1000","207","207","207","1000","1000","1000"
"661","1000","1000","1000","1000","1000","1000","1000","1000","1000","481","481","481","1000","1000","1000"
"662","285","285","285","1000","1000","1000","1000","1000","1000","371","371","371","1000","1000","1000"
"663","1000","1000","1000","1000","1000","1000","1000","1000","1000","291","291","291","1000","1000","1000"
"664","1000","1000","1000","1000","1000","1000","1000","1000","1000","365","365","365","1000","1000","1000"
"665","1000","1000","1000","149","149","149","1000","1000","1000","308","308","308","1000","1000","1000"
"666","1000","1000","1000","1000","1000","1000","1000","1000","1000","362","362","362","1000","1000","1000"
"667","1000","1000","1000","1000","1000","1000","1000","1000","1000","288","288","288","1000","1000","1000"
"668","1000","1000","1000","1000","1000","1000","1000","1000","1000","426","426","426","1000","1000","1000"
"669","1000","1000","1000","1000","1000","1000","1000","1000","1000","296","296","296","1000","1000","1000"
"670","1000","1000","1000","1000","1000","1000","1000","1000","1000","298","298","298","1000","1000","1000"
"671","1000","1000","1000","1000","1000","1000","1000","1000","1000","353","353","353","1000","1000","1000"
"672","1000","1000","1000","1000","1000","1000","1000","1000","1000","449","449","449","1000","1000","1000"
"673","1000","1000","1000","1000","1000","1000","1000","1000","1000","368","368","368","1000","1000","1000"
"674","1000","1000","1000","1000","1000","1000","1000","1000","1000","487","487","487","1000","1000","1000"
"675","379","379","379","584","584","584","1000","1000","1000","281","281","281","1000","1000","1000"
"676","294","294","294","1000","1000","1000","1000","1000","1000","470","470","470","1000","1000","1000"
"677","1000","1000","1000","1000","1000","1000","1000","1000","1000","310","310","310","1000","1000","1000"
"678","1000","1000","1000","1000","1000","1000","1000","1000","1000","331","331","331","1000","1000","1000"
"679","1000","1000","1000","1000","1000","1000","1000","1000","1000","647","647","647","1000","1000","1000"
"680","1000","1000","1000","1000","1000","1000","1000","1000","1000","347","347","347","1000","1000","1000"
"681","1000","1000","1000","1000","1000","1000","1000","1000","1000","292","292","292","1000","1000","1000"
"682","1000","1000","1000","1000","1000","1000","1000","1000","1000","392","392","392","1000","1000","1000"
"683","1000","1000","1000","1000","1000","1000","1000","1000","1000","339","339","339","1000","1000","1000"
"684","606","606","606","1000","1000","1000","1000","1000","1000","445","445","445","1000","1000","1000"
"685","1000","1000","1000","1000","1000","1000","1000","1000","1000","325","325","325","1000","1000","1000"
"686","597","597","597","1000","1000","1000","1000","1000","1000","356","356","356","1000","1000","1000"
"687","1000","1000","1000","1000","1000","1000","1000","1000","1000","366","366","366","1000","1000","1000"
"688","1000","1000","1000","1000","1000","1000","1000","1000","1000","473","473","473","1000","1000","1000"
"689","1000","1000","1000","1000","1000","1000","1000","1000","1000","441","441","441","1000","1000","1000"
"690","507","507","507","1000","1000","1000","1000","1000","1000","393","393","393","1000","1000","1000"
"691","1000","1000","1000","1000","1000","1000","1000","1000","1000","509","509","509","1000","1000","1000"
"692","1000","1000","1000","1000","1000","1000","1000","1000","1000","438","438","438","1000","1000","1000"
"693","1000","1000","1000","1000","1000","1000","1000","1000","1000","418","418","418","1000","1000","1000"
"694","1000","1000","1000","1000","1000","1000","1000","1000","1000","380","380","380","1000","1000","1000"
"695","1000","1000","1000","1000","1000","1000","1000","1000","1000","425","425","425","1000","1000","1000"
"696","1000","1000","1000","1000","1000","1000","1000","1000","1000","404","404","404","1000","1000","1000"
"697","1000","1000","1000","1000","1000","1000","1000","1000","1000","402","402","402","1000","1000","1000"
"698","1000","1000","1000","1000","1000","1000","1000","1000","1000","430","430","430","1000","1000","1000"
"699","402","402","402","1000","1000","1000","1000","1000","1000","396","396","396","1000","1000","1000"
"700","1000","1000","1000","1000","1000","1000","1000","1000","1000","306","306","306","1000","1000","1000"
"701","531","531","531","1000","1000","1000","1000","1000","1000","391","391","391","1000","1000","1000"
"702","936","936","936","1000","1000","1000","1000","1000","1000","296","296","296","1000","1000","1000"
"703","194","194","194","749","749","749","1000","1000","1000","373","373","373","1000","1000","1000"
"704","544","544","544","1000","1000","1000","1000","1000","1000","382","382","382","1000","1000","1000"
"705","1000","1000","1000","1000","1000","1000","1000","1000","1000","372","372","372","1000","1000","1000"
"706","744","744","744","1000","1000","1000","1000","1000","1000","389","389","389","1000","1000","1000"
"707","792","792","792","1000","1000","1000","1000","1000","1000","452","452","452","1000","1000","1000"
"708","1000","1000","1000","1000","1000","1000","1000","1000","1000","345","345","345","1000","1000","1000"
"709","1000","1000","1000","1000","1000","1000","1000","1000","1000","446","446","446","1000","1000","1000"
"710","1000","1000","1000","1000","1000","1000","1000","1000","1000","478","478","478","1000","1000","1000"
"711","1000","1000","1000","1000","1000","1000","1000","1000","1000","297","297","297","1000","1000","1000"
"712","1000","1000","1000","1000","1000","1000","1000","1000","1000","353","353","353","1000","1000","1000"
"713","1000","1000","1000","1000","1000","1000","1000","1000","1000","332","332","332","1000","1000","1000"
"714","1000","1000","1000","1000","1000","1000","1000","1000","1000","404","404","404","1000","1000","1000"
"715","1000","1000","1000","1000","1000","1000","1000","1000","1000","372","372","372","1000","1000","1000"
"716","1000","1000","1000","1000","1000","1000","1000","1000","1000","421","421","421","1000","1000","1000"
"717","1000","1000","1000","1000","1000","1000","1000","1000","1000","361","361","361","1000","1000","1000"
"718","1000","1000","1000","1000","1000","1000","1000","1000","1000","477","477","477","1000","1000","1000"
"719","1000","1000","1000","1000","1000","1000","1000","1000","1000","460","460","460","1000","1000","1000"
"720","1000","1000","1000","1000","1000","1000","1000","1000","1000","435","435","435","1000","1000","1000"
"721","1000","1000","1000","1000","1000","1000","1000","1000","1000","511","511","511","1000","1000","1000"
"722","1000","1000","1000","1000","1000","1000","1000","1000","1000","455","455","455","1000","1000","1000"
"723","1000","1000","1000","1000","1000","1000","1000","1000","1000","356","356","356","1000","1000","1000"
"724","1000","1000","1000","1000","1000","1000","1000","1000","1000","463","463","463","1000","1000","1000"
"725","1000","1000","1000","1000","1000","1000","1000","1000","1000","586","586","586","1000","1000","1000"
"726","1000","1000","1000","1000","1000","1000","1000","1000","1000","281","281","281","1000","1000","1000"
"727","1000","1000","1000","1000","1000","1000","1000","1000","1000","446","446","446","1000","1000","1000"
"728","1000","1000","1000","1000","1000","1000","1000","1000","1000","356","356","356","1000","1000","1000"
"729","1000","1000","1000","1000","1000","1000","1000","1000","1000","442","442","442","1000","1000","1000"
"730","1000","1000","1000","1000","1000","1000","71","71","71","365","365","365","1000","1000","1000"
"731","1000","1000","1000","1000","1000","1000","967","967","967","453","453","453","1000","1000","1000"
"732","1000","1000","1000","1000","1000","1000","1000","1000","1000","732","732","732","1000","1000","1000"
"733","1000","1000","1000","1000","1000","1000","337","337","337","557","557","557","1000","1000","1000"
"734","1000","1000","1000","1000","1000","1000","1000","1000","1000","660","660","660","1000","1000","1000"
"735","1000","1000","1000","1000","1000","1000","1000","1000","1000","500","500","500","1000","1000","1000"
"736","1000","1000","1000","1000","1000","1000","21","21","21","442","442","442","1000","1000","1000"
"737","1000","1000","1000","1000","1000","1000","1000","1000","1000","466","466","466","1000","1000","1000"
"738","1000","1000","1000","1000","1000","1000","1000","1000","1000","444","444","444","1000","1000","1000"
"739","1000","1000","1000","1000","1000","1000","1000","1000","1000","331","331","331","1000","1000","1000"
"740","1000","1000","1000","1000","1000","1000","1000","1000","1000","499","499","499","1000","1000","1000"
"741","1000","1000","1000","1000","1000","1000","1000","1000","1000","474","474","474","1000","1000","1000"
"742","1000","1000","1000","1000","1000","1000","1000","1000","1000","631","631","631","1000","1000","1000"
"743","1000","1000","1000","1000","1000","1000","1000","1000","1000","528","528","528","1000","1000","1000"
"744","1000","1000","1000","1000","1000","1000","392","392","392","488","488","488","1000","1000","1000"
"745","1000","1000","1000","1000","1000","1000","1000","1000","1000","655","655","655","1000","1000","1000"
"746","301","301","301","1000","1000","1000","1000","1000","1000","467","467","467","1000","1000","1000"
"747","1000","1000","1000","1000","1000","1000","1000","1000","1000","335","335","335","1000","1000","1000"
"748","1000","1000","1000","1000","1000","1000","1000","1000","1000","505","505","505","1000","1000","1000"
"749","1000","1000","1000","1000","1000","1000","1000","1000","1000","528","528","528","1000","1000","1000"
"750","1000","1000","1000","1000","1000","1000","1000","1000","1000","544","544","544","1000","1000","1000"
"751","1000","1000","1000","1000","1000","1000","1000","1000","1000","564","564","564","1000","1000","1000"
"752","1000","1000","1000","1000","1000","1000","1000","1000","1000","434","434","434","1000","1000","1000"
"753","1000","1000","1000","1000","1000","1000","1000","1000","1000","427","427","427","1000","1000","1000"
"754","1000","1000","1000","1000","1000","1000","1000","1000","1000","680","680","680","1000","1000","1000"
"755","1000","1000","1000","1000","1000","1000","1000","1000","1000","544","544","544","1000","1000","1000"
"756","1000","1000","1000","1000","1000","1000","1000","1000","1000","548","548","548","1000","1000","1000"
"757","1000","1000","1000","1000","1000","1000","1000","1000","1000","487","487","487","1000","1000","1000"
"758","1000","1000","1000","1000","1000","1000","1000","1000","1000","481","481","481","1000","1000","1000"
"759","1000","1000","1000","1000","1000","1000","1000","1000","1000","714","714","714","1000","1000","1000"
"760","1000","1000","1000","1000","1000","1000","1000","1000","1000","637","637","637","1000","1000","1000"
"761","1000","1000","1000","1000","1000","1000","1000","1000","1000","447","447","447","1000","1000","1000"
"762","1000","1000","1000","1000","1000","1000","1000","1000","1000","523","523","523","1000","1000","1000"
"763","1000","1000","1000","1000","1000","1000","1000","1000","1000","554","554","554","1000","1000","1000"
"764","1000","1000","1000","1000","1000","1000","1000","1000","1000","583","583","583","1000","1000","1000"
"765","1000","1000","1000","1000","1000","1000","1000","1000","1000","539","539","539","1000","1000","1000"
"766","1000","1000","1000","1000","1000","1000","1000","1000","1000","596","596","596","1000","1000","1000"
"767","1000","1000","1000","1000","1000","1000","1000","1000","1000","523","523","523","1000","1000","1000"
"768","1000","1000","1000","1000","1000","1000","1000","1000","1000","509","509","509","1000","1000","1000"
"769","1000","1000","1000","1000","1000","1000","1000","1000","1000","522","522","522","1000","1000","1000"
"770","1000","1000","1000","1000","1000","1000","1000","1000","1000","564","564","564","1000","1000","1000"
"771","1000","1000","1000","1000","1000","1000","1000","1000","1000","552","552","552","1000","1000","1000"
"772","1000","1000","1000","1000","1000","1000","1000","1000","1000","422","422","422","1000","1000","1000"
"773","1000","1000","1000","1000","1000","1000","1000","1000","1000","456","456","456","1000","1000","1000"
"774","1000","1000","1000","1000","1000","1000","1000","1000","1000","435","435","435","1000","1000","1000"
"775","1000","1000","1000","1000","1000","1000","1000","1000","1000","506","506","506","1000","1000","1000"
"776","1000","1000","1000","1000","1000","1000","1000","1000","1000","454","454","454","1000","1000","1000"
"777","1000","1000","1000","1000","1000","1000","1000","1000","1000","454","454","454","1000","1000","1000"
"778","1000","1000","1000","1000","1000","1000","1000","1000","1000","863","863","863","1000","1000","1000"
"779","338","338","338","1000","1000","1000","1000","1000","1000","517","517","517","1000","1000","1000"
"780","1000","1000","1000","1000","1000","1000","1000","1000","1000","444","444","444","901","901","901"
"781","1000","1000","1000","1000","1000","1000","1000","1000","1000","677","677","677","1000","1000","1000"
"782","1000","1000","1000","1000","1000","1000","1000","1000","1000","458","458","458","1000","1000","1000"
"783","1000","1000","1000","1000","1000","1000","1000","1000","1000","475","475","475","1000","1000","1000"
"784","1000","1000","1000","1000","1000","1000","1000","1000","1000","402","402","402","1000","1000","1000"
"785","1000","1000","1000","1000","1000","1000","1000","1000","1000","537","537","537","1000","1000","1000"
"786","1000","1000","1000","1000","1000","1000","1000","1000","1000","559","559","559","1000","1000","1000"
"787","1000","1000","1000","1000","1000","1000","1000","1000","1000","428","428","428","818","818","818"
"788","1000","1000","1000","1000","1000","1000","1000","1000","1000","642","642","642","908","908","908"
"789","1000","1000","1000","1000","1000","1000","1000","1000","1000","527","527","527","658","658","658"
"790","1000","1000","1000","1000","1000","1000","1000","1000","1000","771","771","771","841","841","841"
"791","1000","1000","1000","1000","1000","1000","1000","1000","1000","616","616","616","833","833","833"
"792","1000","1000","1000","1000","1000","1000","1000","1000","1000","804","804","804","1000","1000","1000"
"793","1000","1000","1000","1000","1000","1000","1000","1000","1000","587","587","587","531","531","531"
"794","1000","1000","1000","1000","1000","1000","1000","1000","1000","685","685","685","576","576","576"
"795","1000","1000","1000","1000","1000","1000","1000","1000","1000","574","574","574","750","750","750"
"796","1000","1000","1000","1000","1000","1000","1000","1000","1000","576","576","576","981","981","981"
"797","1000","1000","1000","1000","1000","1000","1000","1000","1000","667","667","667","928","928","928"
"798","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","616","616","616"
"799","1000","1000","1000","1000","1000","1000","1000","1000","1000","635","635","635","625","625","625"
"800","1000","1000","1000","1000","1000","1000","1000","1000","1000","839","839","839","565","565","565"
"801","1000","1000","1000","1000","1000","1000","1000","1000","1000","692","692","692","616","616","616"
"802","1000","1000","1000","1000","1000","1000","1000","1000","1000","876","876","876","1000","1000","1000"
"803","1000","1000","1000","1000","1000","1000","1000","1000","1000","523","523","523","670","670","670"
"804","1000","1000","1000","1000","1000","1000","1000","1000","1000","594","594","594","602","602","602"
"805","1000","1000","1000","1000","1000","1000","1000","1000","1000","693","693","693","719","719","719"
"806","1000","1000","1000","1000","1000","1000","1000","1000","1000","923","923","923","1000","1000","1000"
"807","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","853","853","853"
"808","1000","1000","1000","1000","1000","1000","1000","1000","1000","578","578","578","750","750","750"
"809","1000","1000","1000","1000","1000","1000","1000","1000","1000","762","762","762","1000","1000","1000"
"810","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","825","825","825"
"811","1000","1000","1000","1000","1000","1000","1000","1000","1000","844","844","844","809","809","809"
"812","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","883","883","883"
"813","1000","1000","1000","1000","1000","1000","1000","1000","1000","818","818","818","740","740","740"
"814","1000","1000","1000","1000","1000","1000","1000","1000","1000","860","860","860","811","811","811"
"815","774","774","774","1000","1000","1000","1000","1000","1000","746","746","746","1000","1000","1000"
"816","1000","1000","1000","1000","1000","1000","1000","1000","1000","816","816","816","684","684","684"
"817","1000","1000","1000","1000","1000","1000","1000","1000","1000","899","899","899","716","716","716"
"818","1000","1000","1000","1000","1000","1000","1000","1000","1000","869","869","869","1000","1000","1000"
"819","407","407","407","1000","1000","1000","1000","1000","1000","1000","1000","1000","963","963","963"
"820","398","398","398","1000","1000","1000","1000","1000","1000","1000","1000","1000","969","969","969"
"821","1000","1000","1000","1000","1000","1000","1000","1000","1000","709","709","709","943","943","943"
"822","1000","1000","1000","1000","1000","1000","1000","1000","1000","958","958","958","952","952","952"
"823","1000","1000","1000","1000","1000","1000","1000","1000","1000","680","680","680","1000","1000","1000"
"824","296","296","296","1000","1000","1000","1000","1000","1000","946","946","946","1000","1000","1000"
"825","661","661","661","1000","1000","1000","1000","1000","1000","905","905","905","924","924","924"
"826","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000"
"827","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","947","947","947"
"828","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","740","740","740"
"829","476","476","476","1000","1000","1000","1000","1000","1000","948","948","948","915","915","915"
"830","1000","1000","1000","1000","1000","1000","1000","1000","1000","710","710","710","1000","1000","1000"
"831","1000","1000","1000","1000","1000","1000","1000","1000","1000","806","806","806","854","854","854"
"832","271","271","271","1000","1000","1000","1000","1000","1000","879","879","879","905","905","905"
"833","848","848","848","1000","1000","1000","1000","1000","1000","891","891","891","1000","1000","1000"
"834","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000"
"835","978","978","978","1000","1000","1000","1000","1000","1000","669","669","669","965","965","965"
"836","595","595","595","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000"
"837","1000","1000","1000","1000","1000","1000","1000","1000","1000","635","635","635","872","872","872"
"838","1000","1000","1000","1000","1000","1000","1000","1000","1000","684","684","684","1000","1000","1000"
"839","161","161","161","1000","1000","1000","1000","1000","1000","820","820","820","921","921","921"
"840","860","860","860","1000","1000","1000","1000","1000","1000","772","772","772","803","803","803"
"841","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","917","917","917"
"842","1000","1000","1000","1000","1000","1000","1000","1000","1000","697","697","697","793","793","793"
"843","558","558","558","1000","1000","1000","1000","1000","1000","838","838","838","635","635","635"
"844","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","771","771","771"
"845","778","778","778","1000","1000","1000","1000","1000","1000","936","936","936","749","749","749"
"846","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","866","866","866"
"847","743","743","743","1000","1000","1000","1000","1000","1000","815","815","815","851","851","851"
"848","908","908","908","1000","1000","1000","1000","1000","1000","1000","1000","1000","740","740","740"
"849","289","289","289","1000","1000","1000","1000","1000","1000","707","707","707","650","650","650"
"850","747","747","747","1000","1000","1000","1000","1000","1000","884","884","884","937","937","937"
"851","1000","1000","1000","1000","1000","1000","1000","1000","1000","825","825","825","778","778","778"
"852","182","182","182","1000","1000","1000","1000","1000","1000","747","747","747","768","768","768"
"853","1000","1000","1000","1000","1000","1000","1000","1000","1000","674","674","674","638","638","638"
"854","738","738","738","1000","1000","1000","1000","1000","1000","842","842","842","869","869","869"
"855","1000","1000","1000","1000","1000","1000","1000","1000","1000","871","871","871","738","738","738"
"856","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","637","637","637"
"857","405","405","405","1000","1000","1000","1000","1000","1000","741","741","741","609","609","609"
"858","964","964","964","1000","1000","1000","1000","1000","1000","766","766","766","495","495","495"
"859","600","600","600","1000","1000","1000","1000","1000","1000","1000","1000","1000","756","756","756"
"860","793","793","793","1000","1000","1000","1000","1000","1000","1000","1000","1000","742","742","742"
"861","654","654","654","1000","1000","1000","1000","1000","1000","985","985","985","766","766","766"
"862","176","176","176","1000","1000","1000","1000","1000","1000","1000","1000","1000","631","631","631"
"863","507","507","507","1000","1000","1000","1000","1000","1000","899","899","899","724","724","724"
"864","450","450","450","1000","1000","1000","1000","1000","1000","938","938","938","533","533","533"
"865","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","664","664","664"
"866","748","748","748","1000","1000","1000","1000","1000","1000","856","856","856","480","480","480"
"867","1000","1000","1000","1000","1000","1000","1000","1000","1000","957","957","957","861","861","861"
"868","1000","1000","1000","1000","1000","1000","1000","1000","1000","997","997","997","612","612","612"
"869","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","732","732","732"
"870","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","485","485","485"
"871","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","460","460","460"
"872","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","473","473","473"
"873","911","911","911","1000","1000","1000","1000","1000","1000","1000","1000","1000","438","438","438"
"874","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","476","476","476"
"875","1000","1000","1000","1000","1000","1000","1000","1000","1000","898","898","898","453","453","453"
"876","1000","1000","1000","1000","1000","1000","1000","1000","1000","803","803","803","363","363","363"
"877","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","470","470","470"
"878","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","470","470","470"
"879","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","579","579","579"
"880","1000","1000","1000","1000","1000","1000","1000","1000","1000","764","764","764","503","503","503"
"881","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","524","524","524"
"882","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","455","455","455"
"883","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","625","625","625"
"884","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","460","460","460"
"885","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","519","519","519"
"886","1000","1000","1000","1000","1000","1000","1000","1000","1000","917","917","917","301","301","301"
"887","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","547","547","547"
"888","1000","1000","1000","1000","1000","1000","1000","1000","1000","860","860","860","523","523","523"
"889","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","467","467","467"
"890","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","552","552","552"
"891","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","437","437","437"
"892","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","546","546","546"
"893","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","388","388","388"
"894","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","511","511","511"
"895","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","377","377","377"
"896","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","414","414","414"
"897","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","465","465","465"
"898","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","542","542","542"
"899","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","393","393","393"
"900","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","394","394","394"
"901","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","425","425","425"
"902","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","383","383","383"
"903","1000","1000","1000","1000","1000","1000","413","413","413","1000","1000","1000","480","480","480"
"904","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","493","493","493"
"905","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","613","613","613"
"906","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","417","417","417"
"907","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","507","507","507"
"908","1000","1000","1000","1000","1000","1000","1000","1000","1000","949","949","949","453","453","453"
"909","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","663","663","663"
"910","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","599","599","599"
"911","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","471","471","471"
"912","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","582","582","582"
"913","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","551","551","551"
"914","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","509","509","509"
"915","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","613","613","613"
"916","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","546","546","546"
"917","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","645","645","645"
"918","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","567","567","567"
"919","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","546","546","546"
"920","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","423","423","423"
"921","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","860","860","860"
"922","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","518","518","518"
"923","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","466","466","466"
"924","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","589","589","589"
"925","1000","1000","1000","617","617","617","1000","1000","1000","1000","1000","1000","434","434","434"
"926","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","556","556","556"
"927","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","656","656","656"
"928","1000","1000","1000","946","946","946","1000","1000","1000","1000","1000","1000","688","688","688"
"929","1000","1000","1000","1000","1000","1000","1000","1000","1000","987","987","987","727","727","727"
"930","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","538","538","538"
"931","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","610","610","610"
"932","1000","1000","1000","1000","1000","1000","1000","1000","1000","902","902","902","511","511","511"
"933","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","896","896","896"
"934","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","570","570","570"
"935","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","694","694","694"
"936","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","766","766","766"
"937","1000","1000","1000","342","342","342","1000","1000","1000","1000","1000","1000","643","643","643"
"938","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","799","799","799"
"939","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","588","588","588"
"940","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","644","644","644"
"941","1000","1000","1000","894","894","894","1000","1000","1000","1000","1000","1000","613","613","613"
"942","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","862","862","862"
"943","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","562","562","562"
"944","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","825","825","825"
"945","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","845","845","845"
"946","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","728","728","728"
"947","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000"
"948","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000"
"949","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","628","628","628"
"950","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000"
"951","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","692","692","692"
"952","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","937","937","937"
